Dataset Index	Waveguide Separation [cm]	Beam Speed [mm/ns]	rf Field Amplitude [V/cm]	Dataset (0) Acquisition Start Date [yymmdd-hhmmss]	Dataset (180) Acquisition Start Date [yymmdd-hhmmss]	rf Frequency [MHz]	FOSOF Phase (0) [rad]	FOSOF Phase Error (0) [rad]	FOSOF Phase (180) [rad]	FOSOF Phase Error (180) [rad]
98	4	1.99	14	180528-142927	180528-132926	908.46891	-0.11002	0.01628	0.18853	0.01527
98	4	1.99	14	180528-142927	180528-132926	908.48592	-0.10610	0.01628	0.20413	0.01527
98	4	1.99	14	180528-142927	180528-132926	908.65624	-0.09405	0.01628	0.15351	0.01527
98	4	1.99	14	180528-142927	180528-132926	908.72397	-0.06591	0.01628	0.17635	0.01527
98	4	1.99	14	180528-142927	180528-132926	908.88161	-0.07393	0.01628	0.16625	0.01527
98	4	1.99	14	180528-142927	180528-132926	908.91950	-0.05870	0.01628	0.15761	0.01527
98	4	1.99	14	180528-142927	180528-132926	908.95961	-0.06803	0.01628	0.15837	0.01527
98	4	1.99	14	180528-142927	180528-132926	909.16553	-0.04525	0.01628	0.13449	0.01527
98	4	1.99	14	180528-142927	180528-132926	909.17765	-0.01896	0.01628	0.12405	0.01527
98	4	1.99	14	180528-142927	180528-132926	909.31480	-0.01297	0.01628	0.10189	0.01527
98	4	1.99	14	180528-142927	180528-132926	909.48008	-0.01108	0.01628	0.06335	0.01527
98	4	1.99	14	180528-142927	180528-132926	909.50504	0.01024	0.01628	0.07950	0.01527
98	4	1.99	14	180528-142927	180528-132926	909.62363	0.04446	0.01628	0.05630	0.01527
98	4	1.99	14	180528-142927	180528-132926	909.73125	0.03274	0.01628	0.04736	0.01527
98	4	1.99	14	180528-142927	180528-132926	909.83511	0.06512	0.01628	0.08043	0.01527
98	4	1.99	14	180528-142927	180528-132926	909.87515	0.02492	0.01628	0.04134	0.01527
98	4	1.99	14	180528-142927	180528-132926	909.99085	0.03646	0.01628	0.04148	0.01527
98	4	1.99	14	180528-142927	180528-132926	910.16959	0.08217	0.01628	-0.00057	0.01527
98	4	1.99	14	180528-142927	180528-132926	910.20726	0.08193	0.01628	0.01600	0.01527
98	4	1.99	14	180528-142927	180528-132926	910.30127	0.05746	0.01628	-0.01037	0.01527
98	4	1.99	14	180528-142927	180528-132926	910.33503	0.07747	0.01628	-0.01594	0.01527
98	4	1.99	14	180528-142927	180528-132926	910.57383	0.11537	0.01628	-0.01461	0.01527
98	4	1.99	14	180528-142927	180528-132926	910.66078	0.15905	0.01628	-0.00796	0.01527
98	4	1.99	14	180528-142927	180528-132926	910.70593	0.15097	0.01628	-0.03765	0.01527
98	4	1.99	14	180528-142927	180528-132926	910.88151	0.13680	0.01628	-0.09354	0.01527
98	4	1.99	14	180528-142927	180528-132926	910.98006	0.15863	0.01628	-0.09193	0.01527
98	4	1.99	14	180528-142927	180528-132926	911.13011	0.18790	0.01628	-0.12316	0.01527
98	4	1.99	14	180528-142927	180528-132926	911.20987	0.15127	0.01628	-0.07865	0.01527
98	4	1.99	14	180528-142927	180528-132926	911.27561	0.20561	0.01628	-0.10611	0.01527
98	4	1.99	14	180528-142927	180528-132926	911.38208	0.23207	0.01628	-0.13696	0.01527
98	4	1.99	14	180528-142927	180528-132926	911.45526	0.22805	0.01628	-0.13702	0.01527
98	4	1.99	14	180528-142927	180528-132926	911.48245	0.20157	0.01628	-0.13877	0.01527
98	4	1.99	14	180528-142927	180528-132926	911.70348	0.20803	0.01628	-0.17232	0.01527
98	4	1.99	14	180528-142927	180528-132926	911.72755	0.20742	0.01628	-0.15145	0.01527
98	4	1.99	14	180528-142927	180528-132926	911.85862	0.26164	0.01628	-0.17833	0.01527
98	4	1.99	14	180528-142927	180528-132926	911.86553	0.23805	0.01628	-0.13358	0.01527
98	4	1.99	14	180528-142927	180528-132926	912.08528	0.31084	0.01628	-0.21171	0.01527
99	4	1.99	14	180528-152618	180528-163012	907.93978	-0.16521	0.01666	0.23120	0.01627
99	4	1.99	14	180528-152618	180528-163012	908.07190	-0.12289	0.01666	0.23098	0.01627
99	4	1.99	14	180528-152618	180528-163012	908.14035	-0.14883	0.01666	0.24416	0.01627
99	4	1.99	14	180528-152618	180528-163012	908.37658	-0.11841	0.01666	0.20538	0.01627
99	4	1.99	14	180528-152618	180528-163012	908.46891	-0.10933	0.01666	0.13268	0.01627
99	4	1.99	14	180528-152618	180528-163012	908.48592	-0.10638	0.01666	0.18206	0.01627
99	4	1.99	14	180528-152618	180528-163012	908.65624	-0.05617	0.01666	0.17343	0.01627
99	4	1.99	14	180528-152618	180528-163012	908.72397	-0.09472	0.01666	0.15820	0.01627
99	4	1.99	14	180528-152618	180528-163012	908.88161	-0.09865	0.01666	0.14187	0.01627
99	4	1.99	14	180528-152618	180528-163012	908.91950	-0.04645	0.01666	0.14226	0.01627
99	4	1.99	14	180528-152618	180528-163012	908.95961	-0.05879	0.01666	0.10417	0.01627
99	4	1.99	14	180528-152618	180528-163012	909.16553	-0.05238	0.01666	0.12251	0.01627
99	4	1.99	14	180528-152618	180528-163012	909.17765	-0.02347	0.01666	0.09585	0.01627
99	4	1.99	14	180528-152618	180528-163012	909.31480	-0.01458	0.01666	0.10246	0.01627
99	4	1.99	14	180528-152618	180528-163012	909.48008	-0.02220	0.01666	0.07730	0.01627
99	4	1.99	14	180528-152618	180528-163012	909.50504	-0.01812	0.01666	0.08925	0.01627
99	4	1.99	14	180528-152618	180528-163012	909.62363	0.05632	0.01666	0.05366	0.01627
99	4	1.99	14	180528-152618	180528-163012	909.73125	0.02420	0.01666	0.05993	0.01627
99	4	1.99	14	180528-152618	180528-163012	909.83511	0.03773	0.01666	0.06111	0.01627
99	4	1.99	14	180528-152618	180528-163012	909.87515	0.04328	0.01666	0.04590	0.01627
99	4	1.99	14	180528-152618	180528-163012	909.99085	0.01975	0.01666	0.02707	0.01627
99	4	1.99	14	180528-152618	180528-163012	910.16959	0.07964	0.01666	0.01527	0.01627
99	4	1.99	14	180528-152618	180528-163012	910.20726	0.05427	0.01666	0.02518	0.01627
99	4	1.99	14	180528-152618	180528-163012	910.30127	0.07619	0.01666	-0.03524	0.01627
99	4	1.99	14	180528-152618	180528-163012	910.33503	0.07460	0.01666	-0.01353	0.01627
99	4	1.99	14	180528-152618	180528-163012	910.57383	0.11784	0.01666	-0.01148	0.01627
99	4	1.99	14	180528-152618	180528-163012	910.66078	0.11903	0.01666	-0.02408	0.01627
99	4	1.99	14	180528-152618	180528-163012	910.70593	0.11564	0.01666	-0.04850	0.01627
99	4	1.99	14	180528-152618	180528-163012	910.88151	0.13909	0.01666	-0.05675	0.01627
99	4	1.99	14	180528-152618	180528-163012	910.98006	0.16261	0.01666	-0.05011	0.01627
99	4	1.99	14	180528-152618	180528-163012	911.13011	0.18913	0.01666	-0.06680	0.01627
99	4	1.99	14	180528-152618	180528-163012	911.20987	0.18278	0.01666	-0.11092	0.01627
99	4	1.99	14	180528-152618	180528-163012	911.27561	0.20941	0.01666	-0.11310	0.01627
99	4	1.99	14	180528-152618	180528-163012	911.38208	0.20271	0.01666	-0.12974	0.01627
99	4	1.99	14	180528-152618	180528-163012	911.45526	0.18364	0.01666	-0.11537	0.01627
99	4	1.99	14	180528-152618	180528-163012	911.48245	0.21412	0.01666	-0.11579	0.01627
99	4	1.99	14	180528-152618	180528-163012	911.70348	0.23145	0.01666	-0.13016	0.01627
99	4	1.99	14	180528-152618	180528-163012	911.72755	0.22977	0.01666	-0.14660	0.01627
99	4	1.99	14	180528-152618	180528-163012	911.85862	0.28211	0.01666	-0.12805	0.01627
99	4	1.99	14	180528-152618	180528-163012	911.86553	0.27953	0.01666	-0.18224	0.01627
99	4	1.99	14	180528-152618	180528-163012	912.08528	0.27732	0.01666	-0.14173	0.01627
100	4	1.99	14	180528-182820	180528-172732	907.93978	-0.16097	0.01651	0.24447	0.01594
100	4	1.99	14	180528-182820	180528-172732	908.07190	-0.14869	0.01651	0.22527	0.01594
100	4	1.99	14	180528-182820	180528-172732	908.14035	-0.15534	0.01651	0.20941	0.01594
100	4	1.99	14	180528-182820	180528-172732	908.37658	-0.13664	0.01651	0.16884	0.01594
100	4	1.99	14	180528-182820	180528-172732	908.46891	-0.10222	0.01651	0.21679	0.01594
100	4	1.99	14	180528-182820	180528-172732	908.48592	-0.10728	0.01651	0.20116	0.01594
100	4	1.99	14	180528-182820	180528-172732	908.65624	-0.07579	0.01651	0.14734	0.01594
100	4	1.99	14	180528-182820	180528-172732	908.72397	-0.07104	0.01651	0.15422	0.01594
100	4	1.99	14	180528-182820	180528-172732	908.88161	-0.04884	0.01651	0.15288	0.01594
100	4	1.99	14	180528-182820	180528-172732	908.91950	-0.05921	0.01651	0.13550	0.01594
100	4	1.99	14	180528-182820	180528-172732	908.95961	-0.05533	0.01651	0.13537	0.01594
100	4	1.99	14	180528-182820	180528-172732	909.16553	-0.02661	0.01651	0.10311	0.01594
100	4	1.99	14	180528-182820	180528-172732	909.17765	-0.04638	0.01651	0.10511	0.01594
100	4	1.99	14	180528-182820	180528-172732	909.31480	-0.00146	0.01651	0.10294	0.01594
100	4	1.99	14	180528-182820	180528-172732	909.48008	0.00088	0.01651	0.06500	0.01594
100	4	1.99	14	180528-182820	180528-172732	909.50504	0.06712	0.01651	0.09031	0.01594
100	4	1.99	14	180528-182820	180528-172732	909.62363	0.01403	0.01651	0.07392	0.01594
100	4	1.99	14	180528-182820	180528-172732	909.73125	0.04441	0.01651	0.08129	0.01594
100	4	1.99	14	180528-182820	180528-172732	909.83511	0.02533	0.01651	0.05910	0.01594
100	4	1.99	14	180528-182820	180528-172732	909.87515	0.03216	0.01651	0.05858	0.01594
100	4	1.99	14	180528-182820	180528-172732	909.99085	0.04925	0.01651	0.00503	0.01594
100	4	1.99	14	180528-182820	180528-172732	910.16959	0.05584	0.01651	-0.01258	0.01594
100	4	1.99	14	180528-182820	180528-172732	910.20726	0.09205	0.01651	0.01608	0.01594
100	4	1.99	14	180528-182820	180528-172732	910.30127	0.07530	0.01651	0.01125	0.01594
100	4	1.99	14	180528-182820	180528-172732	910.33503	0.12633	0.01651	-0.02927	0.01594
100	4	1.99	14	180528-182820	180528-172732	910.57383	0.12507	0.01651	-0.04439	0.01594
100	4	1.99	14	180528-182820	180528-172732	910.66078	0.11752	0.01651	-0.04205	0.01594
100	4	1.99	14	180528-182820	180528-172732	910.70593	0.16065	0.01651	-0.05049	0.01594
100	4	1.99	14	180528-182820	180528-172732	910.88151	0.14116	0.01651	-0.07680	0.01594
100	4	1.99	14	180528-182820	180528-172732	910.98006	0.16730	0.01651	-0.09199	0.01594
100	4	1.99	14	180528-182820	180528-172732	911.13011	0.16368	0.01651	-0.05870	0.01594
100	4	1.99	14	180528-182820	180528-172732	911.20987	0.20212	0.01651	-0.09543	0.01594
100	4	1.99	14	180528-182820	180528-172732	911.27561	0.18336	0.01651	-0.10314	0.01594
100	4	1.99	14	180528-182820	180528-172732	911.38208	0.16744	0.01651	-0.12750	0.01594
100	4	1.99	14	180528-182820	180528-172732	911.45526	0.21143	0.01651	-0.12472	0.01594
100	4	1.99	14	180528-182820	180528-172732	911.48245	0.23690	0.01651	-0.13840	0.01594
100	4	1.99	14	180528-182820	180528-172732	911.70348	0.22360	0.01651	-0.16027	0.01594
100	4	1.99	14	180528-182820	180528-172732	911.72755	0.24245	0.01651	-0.18899	0.01594
100	4	1.99	14	180528-182820	180528-172732	911.85862	0.24324	0.01651	-0.17030	0.01594
100	4	1.99	14	180528-182820	180528-172732	911.86553	0.23566	0.01651	-0.15806	0.01594
100	4	1.99	14	180528-182820	180528-172732	912.08528	0.25099	0.01651	-0.20798	0.01594
101	4	3.22	8	180611-130212	180611-141234	907.93978	-0.13517	0.00368	0.20848	0.00362
101	4	3.22	8	180611-130212	180611-141234	908.07190	-0.13180	0.00368	0.19290	0.00362
101	4	3.22	8	180611-130212	180611-141234	908.14035	-0.12593	0.00368	0.18845	0.00362
101	4	3.22	8	180611-130212	180611-141234	908.37658	-0.10080	0.00368	0.16292	0.00362
101	4	3.22	8	180611-130212	180611-141234	908.46891	-0.09365	0.00368	0.15577	0.00362
101	4	3.22	8	180611-130212	180611-141234	908.48592	-0.09113	0.00368	0.15949	0.00362
101	4	3.22	8	180611-130212	180611-141234	908.65624	-0.07258	0.00368	0.14428	0.00362
101	4	3.22	8	180611-130212	180611-141234	908.72397	-0.07047	0.00368	0.13196	0.00362
101	4	3.22	8	180611-130212	180611-141234	908.88161	-0.05009	0.00368	0.12484	0.00362
101	4	3.22	8	180611-130212	180611-141234	908.91950	-0.04692	0.00368	0.11712	0.00362
101	4	3.22	8	180611-130212	180611-141234	908.95961	-0.05376	0.00368	0.11291	0.00362
101	4	3.22	8	180611-130212	180611-141234	909.16553	-0.03099	0.00368	0.09621	0.00362
101	4	3.22	8	180611-130212	180611-141234	909.17765	-0.02947	0.00368	0.08837	0.00362
101	4	3.22	8	180611-130212	180611-141234	909.31480	-0.02072	0.00368	0.08315	0.00362
101	4	3.22	8	180611-130212	180611-141234	909.48008	0.00047	0.00368	0.07055	0.00362
101	4	3.22	8	180611-130212	180611-141234	909.50504	0.00711	0.00368	0.06366	0.00362
101	4	3.22	8	180611-130212	180611-141234	909.62363	0.00453	0.00368	0.05070	0.00362
101	4	3.22	8	180611-130212	180611-141234	909.73125	0.02028	0.00368	0.04642	0.00362
101	4	3.22	8	180611-130212	180611-141234	909.83511	0.01989	0.00368	0.03012	0.00362
101	4	3.22	8	180611-130212	180611-141234	909.87515	0.03294	0.00368	0.02757	0.00362
101	4	3.22	8	180611-130212	180611-141234	909.99085	0.04577	0.00368	0.02530	0.00362
101	4	3.22	8	180611-130212	180611-141234	910.16959	0.06315	0.00368	0.00426	0.00362
101	4	3.22	8	180611-130212	180611-141234	910.20726	0.07065	0.00368	-0.00598	0.00362
101	4	3.22	8	180611-130212	180611-141234	910.30127	0.07336	0.00368	-0.00794	0.00362
101	4	3.22	8	180611-130212	180611-141234	910.33503	0.08133	0.00368	-0.01089	0.00362
101	4	3.22	8	180611-130212	180611-141234	910.57383	0.10467	0.00368	-0.03778	0.00362
101	4	3.22	8	180611-130212	180611-141234	910.66078	0.10376	0.00368	-0.03955	0.00362
101	4	3.22	8	180611-130212	180611-141234	910.70593	0.11685	0.00368	-0.04536	0.00362
101	4	3.22	8	180611-130212	180611-141234	910.88151	0.12631	0.00368	-0.05946	0.00362
101	4	3.22	8	180611-130212	180611-141234	910.98006	0.14177	0.00368	-0.07238	0.00362
101	4	3.22	8	180611-130212	180611-141234	911.13011	0.15422	0.00368	-0.08314	0.00362
101	4	3.22	8	180611-130212	180611-141234	911.20987	0.16150	0.00368	-0.09325	0.00362
101	4	3.22	8	180611-130212	180611-141234	911.27561	0.16372	0.00368	-0.09678	0.00362
101	4	3.22	8	180611-130212	180611-141234	911.38208	0.17805	0.00368	-0.10894	0.00362
101	4	3.22	8	180611-130212	180611-141234	911.45526	0.18383	0.00368	-0.11365	0.00362
101	4	3.22	8	180611-130212	180611-141234	911.48245	0.18558	0.00368	-0.11130	0.00362
101	4	3.22	8	180611-130212	180611-141234	911.70348	0.20901	0.00368	-0.13491	0.00362
101	4	3.22	8	180611-130212	180611-141234	911.72755	0.21187	0.00368	-0.13426	0.00362
101	4	3.22	8	180611-130212	180611-141234	911.85862	0.21649	0.00368	-0.15361	0.00362
101	4	3.22	8	180611-130212	180611-141234	911.86553	0.22263	0.00368	-0.14915	0.00362
101	4	3.22	8	180611-130212	180611-141234	912.08528	0.24075	0.00368	-0.16614	0.00362
102	4	3.22	8	180615-152253	180615-144451	907.93978	-0.13363	0.00891	0.19477	0.00824
102	4	3.22	8	180615-152253	180615-144451	908.07190	-0.12928	0.00891	0.18218	0.00824
102	4	3.22	8	180615-152253	180615-144451	908.14035	-0.12031	0.00891	0.20085	0.00824
102	4	3.22	8	180615-152253	180615-144451	908.37658	-0.09127	0.00891	0.17016	0.00824
102	4	3.22	8	180615-152253	180615-144451	908.46891	-0.10025	0.00891	0.14802	0.00824
102	4	3.22	8	180615-152253	180615-144451	908.48592	-0.10354	0.00891	0.14571	0.00824
102	4	3.22	8	180615-152253	180615-144451	908.65624	-0.07454	0.00891	0.14850	0.00824
102	4	3.22	8	180615-152253	180615-144451	908.72397	-0.07594	0.00891	0.14249	0.00824
102	4	3.22	8	180615-152253	180615-144451	908.88161	-0.03777	0.00891	0.10677	0.00824
102	4	3.22	8	180615-152253	180615-144451	908.91950	-0.06011	0.00891	0.12096	0.00824
102	4	3.22	8	180615-152253	180615-144451	908.95961	-0.04228	0.00891	0.10524	0.00824
102	4	3.22	8	180615-152253	180615-144451	909.16553	-0.02196	0.00891	0.09240	0.00824
102	4	3.22	8	180615-152253	180615-144451	909.17765	-0.02810	0.00891	0.09060	0.00824
102	4	3.22	8	180615-152253	180615-144451	909.31480	-0.01534	0.00891	0.07884	0.00824
102	4	3.22	8	180615-152253	180615-144451	909.48008	0.00091	0.00891	0.08009	0.00824
102	4	3.22	8	180615-152253	180615-144451	909.50504	0.02161	0.00891	0.07222	0.00824
102	4	3.22	8	180615-152253	180615-144451	909.62363	0.00515	0.00891	0.04318	0.00824
102	4	3.22	8	180615-152253	180615-144451	909.73125	0.02019	0.00891	0.03653	0.00824
102	4	3.22	8	180615-152253	180615-144451	909.83511	0.02639	0.00891	0.03127	0.00824
102	4	3.22	8	180615-152253	180615-144451	909.87515	0.03524	0.00891	0.04154	0.00824
102	4	3.22	8	180615-152253	180615-144451	909.99085	0.05894	0.00891	0.01505	0.00824
102	4	3.22	8	180615-152253	180615-144451	910.16959	0.05413	0.00891	-0.00379	0.00824
102	4	3.22	8	180615-152253	180615-144451	910.20726	0.06792	0.00891	0.01226	0.00824
102	4	3.22	8	180615-152253	180615-144451	910.30127	0.08081	0.00891	-0.00349	0.00824
102	4	3.22	8	180615-152253	180615-144451	910.33503	0.08099	0.00891	0.01158	0.00824
102	4	3.22	8	180615-152253	180615-144451	910.57383	0.11042	0.00891	-0.02782	0.00824
102	4	3.22	8	180615-152253	180615-144451	910.66078	0.11422	0.00891	-0.02655	0.00824
102	4	3.22	8	180615-152253	180615-144451	910.70593	0.12250	0.00891	-0.05485	0.00824
102	4	3.22	8	180615-152253	180615-144451	910.88151	0.12265	0.00891	-0.06430	0.00824
102	4	3.22	8	180615-152253	180615-144451	910.98006	0.14644	0.00891	-0.06577	0.00824
102	4	3.22	8	180615-152253	180615-144451	911.13011	0.15171	0.00891	-0.08347	0.00824
102	4	3.22	8	180615-152253	180615-144451	911.20987	0.14742	0.00891	-0.10154	0.00824
102	4	3.22	8	180615-152253	180615-144451	911.27561	0.16077	0.00891	-0.08467	0.00824
102	4	3.22	8	180615-152253	180615-144451	911.38208	0.17429	0.00891	-0.10318	0.00824
102	4	3.22	8	180615-152253	180615-144451	911.45526	0.18762	0.00891	-0.11735	0.00824
102	4	3.22	8	180615-152253	180615-144451	911.48245	0.19768	0.00891	-0.12407	0.00824
102	4	3.22	8	180615-152253	180615-144451	911.70348	0.19195	0.00891	-0.11987	0.00824
102	4	3.22	8	180615-152253	180615-144451	911.72755	0.20329	0.00891	-0.14300	0.00824
102	4	3.22	8	180615-152253	180615-144451	911.85862	0.24585	0.00891	-0.13984	0.00824
102	4	3.22	8	180615-152253	180615-144451	911.86553	0.22200	0.00891	-0.13980	0.00824
102	4	3.22	8	180615-152253	180615-144451	912.08528	0.25118	0.00891	-0.17413	0.00824
103	4	3.22	8	180615-160405	180615-164059	907.93978	-0.11804	0.00693	0.21301	0.00695
103	4	3.22	8	180615-160405	180615-164059	908.07190	-0.12884	0.00693	0.20520	0.00695
103	4	3.22	8	180615-160405	180615-164059	908.14035	-0.11898	0.00693	0.16710	0.00695
103	4	3.22	8	180615-160405	180615-164059	908.37658	-0.10914	0.00693	0.16306	0.00695
103	4	3.22	8	180615-160405	180615-164059	908.46891	-0.10157	0.00693	0.14896	0.00695
103	4	3.22	8	180615-160405	180615-164059	908.48592	-0.07660	0.00693	0.15731	0.00695
103	4	3.22	8	180615-160405	180615-164059	908.65624	-0.07120	0.00693	0.14709	0.00695
103	4	3.22	8	180615-160405	180615-164059	908.72397	-0.06627	0.00693	0.14614	0.00695
103	4	3.22	8	180615-160405	180615-164059	908.88161	-0.05652	0.00693	0.13246	0.00695
103	4	3.22	8	180615-160405	180615-164059	908.91950	-0.05984	0.00693	0.12435	0.00695
103	4	3.22	8	180615-160405	180615-164059	908.95961	-0.03695	0.00693	0.11579	0.00695
103	4	3.22	8	180615-160405	180615-164059	909.16553	-0.01595	0.00693	0.08560	0.00695
103	4	3.22	8	180615-160405	180615-164059	909.17765	-0.01258	0.00693	0.08847	0.00695
103	4	3.22	8	180615-160405	180615-164059	909.31480	-0.02647	0.00693	0.07070	0.00695
103	4	3.22	8	180615-160405	180615-164059	909.48008	0.00469	0.00693	0.07248	0.00695
103	4	3.22	8	180615-160405	180615-164059	909.50504	-0.00139	0.00693	0.06985	0.00695
103	4	3.22	8	180615-160405	180615-164059	909.62363	0.02418	0.00693	0.05494	0.00695
103	4	3.22	8	180615-160405	180615-164059	909.73125	0.03448	0.00693	0.05523	0.00695
103	4	3.22	8	180615-160405	180615-164059	909.83511	0.03407	0.00693	0.03867	0.00695
103	4	3.22	8	180615-160405	180615-164059	909.87515	0.04888	0.00693	0.03078	0.00695
103	4	3.22	8	180615-160405	180615-164059	909.99085	0.05834	0.00693	0.03196	0.00695
103	4	3.22	8	180615-160405	180615-164059	910.16959	0.06723	0.00693	-0.00765	0.00695
103	4	3.22	8	180615-160405	180615-164059	910.20726	0.07071	0.00693	0.00008	0.00695
103	4	3.22	8	180615-160405	180615-164059	910.30127	0.06790	0.00693	0.00036	0.00695
103	4	3.22	8	180615-160405	180615-164059	910.33503	0.09050	0.00693	-0.00871	0.00695
103	4	3.22	8	180615-160405	180615-164059	910.57383	0.10381	0.00693	-0.02809	0.00695
103	4	3.22	8	180615-160405	180615-164059	910.66078	0.10893	0.00693	-0.03550	0.00695
103	4	3.22	8	180615-160405	180615-164059	910.70593	0.10967	0.00693	-0.04257	0.00695
103	4	3.22	8	180615-160405	180615-164059	910.88151	0.13883	0.00693	-0.05226	0.00695
103	4	3.22	8	180615-160405	180615-164059	910.98006	0.14179	0.00693	-0.07178	0.00695
103	4	3.22	8	180615-160405	180615-164059	911.13011	0.15391	0.00693	-0.06951	0.00695
103	4	3.22	8	180615-160405	180615-164059	911.20987	0.16415	0.00693	-0.07790	0.00695
103	4	3.22	8	180615-160405	180615-164059	911.27561	0.17009	0.00693	-0.08864	0.00695
103	4	3.22	8	180615-160405	180615-164059	911.38208	0.18680	0.00693	-0.09056	0.00695
103	4	3.22	8	180615-160405	180615-164059	911.45526	0.18573	0.00693	-0.11244	0.00695
103	4	3.22	8	180615-160405	180615-164059	911.48245	0.18192	0.00693	-0.11690	0.00695
103	4	3.22	8	180615-160405	180615-164059	911.70348	0.21878	0.00693	-0.13214	0.00695
103	4	3.22	8	180615-160405	180615-164059	911.72755	0.21782	0.00693	-0.13861	0.00695
103	4	3.22	8	180615-160405	180615-164059	911.85862	0.21773	0.00693	-0.15338	0.00695
103	4	3.22	8	180615-160405	180615-164059	911.86553	0.21999	0.00693	-0.13737	0.00695
103	4	3.22	8	180615-160405	180615-164059	912.08528	0.24211	0.00693	-0.16629	0.00695
104	7	3.22	18	180621-144704	180621-134259	907.93978	-0.27030	0.01537	0.31646	0.01494
104	7	3.22	18	180621-144704	180621-134259	908.17190	-0.26032	0.01537	0.29712	0.01494
104	7	3.22	18	180621-144704	180621-134259	908.34035	-0.23881	0.01537	0.24564	0.01494
104	7	3.22	18	180621-144704	180621-134259	908.67658	-0.18283	0.01537	0.20999	0.01494
104	7	3.22	18	180621-144704	180621-134259	908.88592	-0.12158	0.01537	0.17122	0.01494
104	7	3.22	18	180621-144704	180621-134259	908.96891	-0.11923	0.01537	0.14646	0.01494
104	7	3.22	18	180621-144704	180621-134259	909.32397	-0.08907	0.01537	0.08502	0.01494
104	7	3.22	18	180621-144704	180621-134259	909.35624	-0.05458	0.01537	0.09165	0.01494
104	7	3.22	18	180621-144704	180621-134259	909.68161	-0.00226	0.01537	0.03569	0.01494
104	7	3.22	18	180621-144704	180621-134259	909.81950	0.01746	0.01537	0.02333	0.01494
104	7	3.22	18	180621-144704	180621-134259	909.95961	0.02053	0.01537	0.01701	0.01494
104	7	3.22	18	180621-144704	180621-134259	910.27765	0.07593	0.01537	-0.06659	0.01494
104	7	3.22	18	180621-144704	180621-134259	910.36553	0.09990	0.01537	-0.05327	0.01494
104	7	3.22	18	180621-144704	180621-134259	910.61480	0.14129	0.01537	-0.11056	0.01494
104	7	3.22	18	180621-144704	180621-134259	910.90504	0.18443	0.01537	-0.15236	0.01494
104	7	3.22	18	180621-144704	180621-134259	910.98008	0.18855	0.01537	-0.13497	0.01494
104	7	3.22	18	180621-144704	180621-134259	911.22363	0.23128	0.01537	-0.19182	0.01494
104	7	3.22	18	180621-144704	180621-134259	911.43125	0.25703	0.01537	-0.24231	0.01494
104	7	3.22	18	180621-144704	180621-134259	911.67515	0.30043	0.01537	-0.27179	0.01494
104	7	3.22	18	180621-144704	180621-134259	911.73511	0.29284	0.01537	-0.28279	0.01494
104	7	3.22	18	180621-144704	180621-134259	911.99085	0.35377	0.01537	-0.31149	0.01494
105	7	3.22	18	180621-155106	180621-165736	907.93978	-0.29042	0.01449	0.31866	0.01298
105	7	3.22	18	180621-155106	180621-165736	908.17190	-0.23963	0.01449	0.28156	0.01298
105	7	3.22	18	180621-155106	180621-165736	908.34035	-0.23566	0.01449	0.25712	0.01298
105	7	3.22	18	180621-155106	180621-165736	908.67658	-0.16773	0.01449	0.19898	0.01298
105	7	3.22	18	180621-155106	180621-165736	908.88592	-0.11820	0.01449	0.17623	0.01298
105	7	3.22	18	180621-155106	180621-165736	908.96891	-0.14067	0.01449	0.17116	0.01298
105	7	3.22	18	180621-155106	180621-165736	909.32397	-0.08604	0.01449	0.09310	0.01298
105	7	3.22	18	180621-155106	180621-165736	909.35624	-0.04060	0.01449	0.07819	0.01298
105	7	3.22	18	180621-155106	180621-165736	909.68161	-0.01963	0.01449	0.05368	0.01298
105	7	3.22	18	180621-155106	180621-165736	909.81950	0.02107	0.01449	0.04192	0.01298
105	7	3.22	18	180621-155106	180621-165736	909.95961	0.01123	0.01449	-0.01691	0.01298
105	7	3.22	18	180621-155106	180621-165736	910.27765	0.07571	0.01449	-0.05947	0.01298
105	7	3.22	18	180621-155106	180621-165736	910.36553	0.08094	0.01449	-0.07344	0.01298
105	7	3.22	18	180621-155106	180621-165736	910.61480	0.11352	0.01449	-0.09645	0.01298
105	7	3.22	18	180621-155106	180621-165736	910.90504	0.18749	0.01449	-0.14813	0.01298
105	7	3.22	18	180621-155106	180621-165736	910.98008	0.19688	0.01449	-0.16793	0.01298
105	7	3.22	18	180621-155106	180621-165736	911.22363	0.21878	0.01449	-0.22255	0.01298
105	7	3.22	18	180621-155106	180621-165736	911.43125	0.24216	0.01449	-0.23572	0.01298
105	7	3.22	18	180621-155106	180621-165736	911.67515	0.28298	0.01449	-0.28283	0.01298
105	7	3.22	18	180621-155106	180621-165736	911.73511	0.28240	0.01449	-0.27483	0.01298
105	7	3.22	18	180621-155106	180621-165736	911.99085	0.31990	0.01449	-0.31620	0.01298
106	7	3.22	18	180621-191005	180621-180344	907.93978	-0.29441	0.01327	0.31367	0.01207
106	7	3.22	18	180621-191005	180621-180344	908.17190	-0.25503	0.01327	0.29985	0.01207
106	7	3.22	18	180621-191005	180621-180344	908.34035	-0.22174	0.01327	0.24372	0.01207
106	7	3.22	18	180621-191005	180621-180344	908.67658	-0.16973	0.01327	0.19723	0.01207
