Dataset Index	Waveguide Separation [cm]	Beam Speed [mm/ns]	rf Field Amplitude [V/cm]	Dataset (0) Acquisition Start Date [yymmdd-hhmmss]	Dataset (180) Acquisition Start Date [yymmdd-hhmmss]	rf Frequency [MHz]	FOSOF Phase (0) [rad]	FOSOF Phase Error (0) [rad]	FOSOF Phase (180) [rad]	FOSOF Phase Error (180) [rad]
1	4	3.22	18	180321-144737	180321-142753	907.93970	-0.17376	0.00191	0.21601	0.00197
1	4	3.22	18	180321-144737	180321-142753	908.07181	-0.15813	0.00191	0.20128	0.00197
1	4	3.22	18	180321-144737	180321-142753	908.14026	-0.14866	0.00191	0.19683	0.00197
1	4	3.22	18	180321-144737	180321-142753	908.37649	-0.12616	0.00191	0.17584	0.00197
1	4	3.22	18	180321-144737	180321-142753	908.46882	-0.11798	0.00191	0.16480	0.00197
1	4	3.22	18	180321-144737	180321-142753	908.48583	-0.11803	0.00191	0.16349	0.00197
1	4	3.22	18	180321-144737	180321-142753	908.65615	-0.09764	0.00191	0.14712	0.00197
1	4	3.22	18	180321-144737	180321-142753	908.72388	-0.09122	0.00191	0.13805	0.00197
1	4	3.22	18	180321-144737	180321-142753	908.88153	-0.07688	0.00191	0.12655	0.00197
1	4	3.22	18	180321-144737	180321-142753	908.91941	-0.07541	0.00191	0.11884	0.00197
1	4	3.22	18	180321-144737	180321-142753	908.95952	-0.06841	0.00191	0.12102	0.00197
1	4	3.22	18	180321-144737	180321-142753	909.16544	-0.04623	0.00191	0.09715	0.00197
1	4	3.22	18	180321-144737	180321-142753	909.17756	-0.04894	0.00191	0.09335	0.00197
1	4	3.22	18	180321-144737	180321-142753	909.31471	-0.03139	0.00191	0.08227	0.00197
1	4	3.22	18	180321-144737	180321-142753	909.48000	-0.01637	0.00191	0.06348	0.00197
1	4	3.22	18	180321-144737	180321-142753	909.50495	-0.01493	0.00191	0.06279	0.00197
1	4	3.22	18	180321-144737	180321-142753	909.62354	-0.00585	0.00191	0.05314	0.00197
1	4	3.22	18	180321-144737	180321-142753	909.73116	0.00788	0.00191	0.03853	0.00197
1	4	3.22	18	180321-144737	180321-142753	909.83502	0.01920	0.00191	0.03236	0.00197
1	4	3.22	18	180321-144737	180321-142753	909.87507	0.02359	0.00191	0.02362	0.00197
1	4	3.22	18	180321-144737	180321-142753	909.99076	0.03316	0.00191	0.01442	0.00197
1	4	3.22	18	180321-144737	180321-142753	910.16950	0.05415	0.00191	-0.00254	0.00197
1	4	3.22	18	180321-144737	180321-142753	910.20717	0.05514	0.00191	-0.00600	0.00197
1	4	3.22	18	180321-144737	180321-142753	910.30118	0.06346	0.00191	-0.01437	0.00197
1	4	3.22	18	180321-144737	180321-142753	910.33494	0.06961	0.00191	-0.01443	0.00197
1	4	3.22	18	180321-144737	180321-142753	910.57374	0.09520	0.00191	-0.04144	0.00197
1	4	3.22	18	180321-144737	180321-142753	910.66070	0.10063	0.00191	-0.05040	0.00197
1	4	3.22	18	180321-144737	180321-142753	910.70585	0.10242	0.00191	-0.05704	0.00197
1	4	3.22	18	180321-144737	180321-142753	910.88142	0.12254	0.00191	-0.07258	0.00197
1	4	3.22	18	180321-144737	180321-142753	910.97997	0.13144	0.00191	-0.08164	0.00197
1	4	3.22	18	180321-144737	180321-142753	911.13002	0.14851	0.00191	-0.09817	0.00197
1	4	3.22	18	180321-144737	180321-142753	911.20978	0.15661	0.00191	-0.10125	0.00197
1	4	3.22	18	180321-144737	180321-142753	911.27552	0.16350	0.00191	-0.11415	0.00197
1	4	3.22	18	180321-144737	180321-142753	911.38199	0.17214	0.00191	-0.11974	0.00197
1	4	3.22	18	180321-144737	180321-142753	911.45517	0.18071	0.00191	-0.12639	0.00197
1	4	3.22	18	180321-144737	180321-142753	911.48236	0.18160	0.00191	-0.13124	0.00197
1	4	3.22	18	180321-144737	180321-142753	911.70339	0.20467	0.00191	-0.15036	0.00197
1	4	3.22	18	180321-144737	180321-142753	911.72747	0.20960	0.00191	-0.15420	0.00197
1	4	3.22	18	180321-144737	180321-142753	911.85853	0.22051	0.00191	-0.17020	0.00197
1	4	3.22	18	180321-144737	180321-142753	911.86545	0.21883	0.00191	-0.16809	0.00197
1	4	3.22	18	180321-144737	180321-142753	912.08520	0.24970	0.00191	-0.18782	0.00197
2	4	3.22	18	180321-150600	180321-152522	907.93970	-0.17176	0.00200	0.21830	0.00240
2	4	3.22	18	180321-150600	180321-152522	908.07181	-0.15566	0.00200	0.19978	0.00240
2	4	3.22	18	180321-150600	180321-152522	908.14026	-0.15264	0.00200	0.19938	0.00240
2	4	3.22	18	180321-150600	180321-152522	908.37649	-0.13072	0.00200	0.17124	0.00240
2	4	3.22	18	180321-150600	180321-152522	908.46882	-0.12233	0.00200	0.16287	0.00240
2	4	3.22	18	180321-150600	180321-152522	908.48583	-0.12231	0.00200	0.16230	0.00240
2	4	3.22	18	180321-150600	180321-152522	908.65615	-0.09511	0.00200	0.14666	0.00240
2	4	3.22	18	180321-150600	180321-152522	908.72388	-0.08778	0.00200	0.13855	0.00240
2	4	3.22	18	180321-150600	180321-152522	908.88153	-0.07634	0.00200	0.12693	0.00240
2	4	3.22	18	180321-150600	180321-152522	908.91941	-0.07249	0.00200	0.11425	0.00240
2	4	3.22	18	180321-150600	180321-152522	908.95952	-0.06777	0.00200	0.11662	0.00240
2	4	3.22	18	180321-150600	180321-152522	909.16544	-0.04750	0.00200	0.09641	0.00240
2	4	3.22	18	180321-150600	180321-152522	909.17756	-0.04775	0.00200	0.09718	0.00240
2	4	3.22	18	180321-150600	180321-152522	909.31471	-0.03189	0.00200	0.08271	0.00240
2	4	3.22	18	180321-150600	180321-152522	909.48000	-0.01510	0.00200	0.06524	0.00240
2	4	3.22	18	180321-150600	180321-152522	909.50495	-0.01700	0.00200	0.06215	0.00240
2	4	3.22	18	180321-150600	180321-152522	909.62354	-0.00274	0.00200	0.05467	0.00240
2	4	3.22	18	180321-150600	180321-152522	909.73116	0.00991	0.00200	0.04353	0.00240
2	4	3.22	18	180321-150600	180321-152522	909.83502	0.01690	0.00200	0.03206	0.00240
2	4	3.22	18	180321-150600	180321-152522	909.87507	0.02089	0.00200	0.02585	0.00240
2	4	3.22	18	180321-150600	180321-152522	909.99076	0.03256	0.00200	0.01220	0.00240
2	4	3.22	18	180321-150600	180321-152522	910.16950	0.04899	0.00200	-0.00268	0.00240
2	4	3.22	18	180321-150600	180321-152522	910.20717	0.05632	0.00200	-0.00468	0.00240
2	4	3.22	18	180321-150600	180321-152522	910.30118	0.06597	0.00200	-0.01415	0.00240
2	4	3.22	18	180321-150600	180321-152522	910.33494	0.06760	0.00200	-0.01894	0.00240
2	4	3.22	18	180321-150600	180321-152522	910.57374	0.09122	0.00200	-0.04309	0.00240
2	4	3.22	18	180321-150600	180321-152522	910.66070	0.10114	0.00200	-0.04729	0.00240
2	4	3.22	18	180321-150600	180321-152522	910.70585	0.10329	0.00200	-0.05384	0.00240
2	4	3.22	18	180321-150600	180321-152522	910.88142	0.12222	0.00200	-0.07183	0.00240
2	4	3.22	18	180321-150600	180321-152522	910.97997	0.12913	0.00200	-0.08702	0.00240
2	4	3.22	18	180321-150600	180321-152522	911.13002	0.14659	0.00200	-0.09300	0.00240
2	4	3.22	18	180321-150600	180321-152522	911.20978	0.15549	0.00200	-0.10410	0.00240
2	4	3.22	18	180321-150600	180321-152522	911.27552	0.16368	0.00200	-0.10836	0.00240
2	4	3.22	18	180321-150600	180321-152522	911.38199	0.17733	0.00200	-0.12064	0.00240
2	4	3.22	18	180321-150600	180321-152522	911.45517	0.18175	0.00200	-0.13084	0.00240
2	4	3.22	18	180321-150600	180321-152522	911.48236	0.18686	0.00200	-0.13195	0.00240
2	4	3.22	18	180321-150600	180321-152522	911.70339	0.20935	0.00200	-0.15253	0.00240
2	4	3.22	18	180321-150600	180321-152522	911.72747	0.21216	0.00200	-0.15424	0.00240
2	4	3.22	18	180321-150600	180321-152522	911.85853	0.22260	0.00200	-0.16867	0.00240
2	4	3.22	18	180321-150600	180321-152522	911.86545	0.22401	0.00200	-0.17358	0.00240
2	4	3.22	18	180321-150600	180321-152522	912.08520	0.24673	0.00200	-0.18950	0.00240
3	4	3.22	14	180321-164134	180321-162206	907.93970	-0.15344	0.00266	0.21162	0.00305
3	4	3.22	14	180321-164134	180321-162206	908.07181	-0.14234	0.00266	0.19860	0.00305
3	4	3.22	14	180321-164134	180321-162206	908.14026	-0.13320	0.00266	0.19492	0.00305
3	4	3.22	14	180321-164134	180321-162206	908.37649	-0.11330	0.00266	0.17261	0.00305
3	4	3.22	14	180321-164134	180321-162206	908.46882	-0.10571	0.00266	0.15859	0.00305
3	4	3.22	14	180321-164134	180321-162206	908.48583	-0.10426	0.00266	0.15655	0.00305
3	4	3.22	14	180321-164134	180321-162206	908.65615	-0.08302	0.00266	0.14261	0.00305
3	4	3.22	14	180321-164134	180321-162206	908.72388	-0.08359	0.00266	0.13782	0.00305
3	4	3.22	14	180321-164134	180321-162206	908.88153	-0.06640	0.00266	0.12791	0.00305
3	4	3.22	14	180321-164134	180321-162206	908.91941	-0.06299	0.00266	0.11691	0.00305
3	4	3.22	14	180321-164134	180321-162206	908.95952	-0.06032	0.00266	0.11074	0.00305
3	4	3.22	14	180321-164134	180321-162206	909.16544	-0.03394	0.00266	0.10007	0.00305
3	4	3.22	14	180321-164134	180321-162206	909.17756	-0.03693	0.00266	0.09288	0.00305
3	4	3.22	14	180321-164134	180321-162206	909.31471	-0.02184	0.00266	0.08421	0.00305
3	4	3.22	14	180321-164134	180321-162206	909.48000	-0.00667	0.00266	0.06784	0.00305
3	4	3.22	14	180321-164134	180321-162206	909.50495	0.00077	0.00266	0.06517	0.00305
3	4	3.22	14	180321-164134	180321-162206	909.62354	0.00498	0.00266	0.05768	0.00305
3	4	3.22	14	180321-164134	180321-162206	909.73116	0.01044	0.00266	0.04339	0.00305
3	4	3.22	14	180321-164134	180321-162206	909.83502	0.02526	0.00266	0.03132	0.00305
3	4	3.22	14	180321-164134	180321-162206	909.87507	0.02773	0.00266	0.03043	0.00305
3	4	3.22	14	180321-164134	180321-162206	909.99076	0.04263	0.00266	0.01633	0.00305
3	4	3.22	14	180321-164134	180321-162206	910.16950	0.06087	0.00266	0.00082	0.00305
3	4	3.22	14	180321-164134	180321-162206	910.20717	0.06398	0.00266	-0.00479	0.00305
3	4	3.22	14	180321-164134	180321-162206	910.30118	0.07138	0.00266	0.00288	0.00305
3	4	3.22	14	180321-164134	180321-162206	910.33494	0.07434	0.00266	-0.01698	0.00305
3	4	3.22	14	180321-164134	180321-162206	910.57374	0.09921	0.00266	-0.03589	0.00305
3	4	3.22	14	180321-164134	180321-162206	910.66070	0.10100	0.00266	-0.04433	0.00305
3	4	3.22	14	180321-164134	180321-162206	910.70585	0.10932	0.00266	-0.05088	0.00305
3	4	3.22	14	180321-164134	180321-162206	910.88142	0.13256	0.00266	-0.07026	0.00305
3	4	3.22	14	180321-164134	180321-162206	910.97997	0.13805	0.00266	-0.07779	0.00305
3	4	3.22	14	180321-164134	180321-162206	911.13002	0.15336	0.00266	-0.08953	0.00305
3	4	3.22	14	180321-164134	180321-162206	911.20978	0.16156	0.00266	-0.09409	0.00305
3	4	3.22	14	180321-164134	180321-162206	911.27552	0.16263	0.00266	-0.10325	0.00305
3	4	3.22	14	180321-164134	180321-162206	911.38199	0.17881	0.00266	-0.11362	0.00305
3	4	3.22	14	180321-164134	180321-162206	911.45517	0.17953	0.00266	-0.12347	0.00305
3	4	3.22	14	180321-164134	180321-162206	911.48236	0.17846	0.00266	-0.12069	0.00305
3	4	3.22	14	180321-164134	180321-162206	911.70339	0.20318	0.00266	-0.15000	0.00305
3	4	3.22	14	180321-164134	180321-162206	911.72747	0.21021	0.00266	-0.15063	0.00305
3	4	3.22	14	180321-164134	180321-162206	911.85853	0.22231	0.00266	-0.15428	0.00305
3	4	3.22	14	180321-164134	180321-162206	911.86545	0.22409	0.00266	-0.15462	0.00305
3	4	3.22	14	180321-164134	180321-162206	912.08520	0.24363	0.00266	-0.17875	0.00305
4	4	3.22	14	180321-170546	180321-172529	907.93970	-0.15645	0.00271	0.21166	0.00265
4	4	3.22	14	180321-170546	180321-172529	908.07181	-0.13954	0.00271	0.20040	0.00265
4	4	3.22	14	180321-170546	180321-172529	908.14026	-0.13239	0.00271	0.19564	0.00265
4	4	3.22	14	180321-170546	180321-172529	908.37649	-0.11468	0.00271	0.16703	0.00265
4	4	3.22	14	180321-170546	180321-172529	908.46882	-0.10039	0.00271	0.16388	0.00265
4	4	3.22	14	180321-170546	180321-172529	908.48583	-0.09874	0.00271	0.16214	0.00265
4	4	3.22	14	180321-170546	180321-172529	908.65615	-0.09093	0.00271	0.14281	0.00265
4	4	3.22	14	180321-170546	180321-172529	908.72388	-0.08424	0.00271	0.13654	0.00265
4	4	3.22	14	180321-170546	180321-172529	908.88153	-0.06782	0.00271	0.12075	0.00265
4	4	3.22	14	180321-170546	180321-172529	908.91941	-0.05818	0.00271	0.11712	0.00265
4	4	3.22	14	180321-170546	180321-172529	908.95952	-0.05732	0.00271	0.11440	0.00265
4	4	3.22	14	180321-170546	180321-172529	909.16544	-0.04103	0.00271	0.09410	0.00265
4	4	3.22	14	180321-170546	180321-172529	909.17756	-0.04188	0.00271	0.09455	0.00265
4	4	3.22	14	180321-170546	180321-172529	909.31471	-0.02398	0.00271	0.08449	0.00265
4	4	3.22	14	180321-170546	180321-172529	909.48000	-0.00688	0.00271	0.06028	0.00265
4	4	3.22	14	180321-170546	180321-172529	909.50495	-0.00680	0.00271	0.06522	0.00265
4	4	3.22	14	180321-170546	180321-172529	909.62354	0.00880	0.00271	0.05562	0.00265
4	4	3.22	14	180321-170546	180321-172529	909.73116	0.02086	0.00271	0.04274	0.00265
4	4	3.22	14	180321-170546	180321-172529	909.83502	0.02816	0.00271	0.03252	0.00265
4	4	3.22	14	180321-170546	180321-172529	909.87507	0.03098	0.00271	0.02195	0.00265
4	4	3.22	14	180321-170546	180321-172529	909.99076	0.04143	0.00271	0.02189	0.00265
4	4	3.22	14	180321-170546	180321-172529	910.16950	0.06210	0.00271	0.00094	0.00265
4	4	3.22	14	180321-170546	180321-172529	910.20717	0.06507	0.00271	-0.00321	0.00265
4	4	3.22	14	180321-170546	180321-172529	910.30118	0.06760	0.00271	-0.01332	0.00265
4	4	3.22	14	180321-170546	180321-172529	910.33494	0.07305	0.00271	-0.01618	0.00265
4	4	3.22	14	180321-170546	180321-172529	910.57374	0.09634	0.00271	-0.04167	0.00265
4	4	3.22	14	180321-170546	180321-172529	910.66070	0.10653	0.00271	-0.03944	0.00265
4	4	3.22	14	180321-170546	180321-172529	910.70585	0.11237	0.00271	-0.05043	0.00265
4	4	3.22	14	180321-170546	180321-172529	910.88142	0.12881	0.00271	-0.06051	0.00265
4	4	3.22	14	180321-170546	180321-172529	910.97997	0.13203	0.00271	-0.07524	0.00265
4	4	3.22	14	180321-170546	180321-172529	911.13002	0.15042	0.00271	-0.09351	0.00265
4	4	3.22	14	180321-170546	180321-172529	911.20978	0.16145	0.00271	-0.10177	0.00265
4	4	3.22	14	180321-170546	180321-172529	911.27552	0.16574	0.00271	-0.09945	0.00265
4	4	3.22	14	180321-170546	180321-172529	911.38199	0.17504	0.00271	-0.11408	0.00265
4	4	3.22	14	180321-170546	180321-172529	911.45517	0.18542	0.00271	-0.11768	0.00265
4	4	3.22	14	180321-170546	180321-172529	911.48236	0.18747	0.00271	-0.12535	0.00265
4	4	3.22	14	180321-170546	180321-172529	911.70339	0.20641	0.00271	-0.14048	0.00265
4	4	3.22	14	180321-170546	180321-172529	911.72747	0.21133	0.00271	-0.14801	0.00265
4	4	3.22	14	180321-170546	180321-172529	911.85853	0.22795	0.00271	-0.16523	0.00265
4	4	3.22	14	180321-170546	180321-172529	911.86545	0.21950	0.00271	-0.16451	0.00265
4	4	3.22	14	180321-170546	180321-172529	912.08520	0.23653	0.00271	-0.17796	0.00265
5	4	3.22	14	180321-181036	180321-175154	907.93970	-0.15428	0.00255	0.21391	0.00275
5	4	3.22	14	180321-181036	180321-175154	908.07181	-0.14527	0.00255	0.19922	0.00275
5	4	3.22	14	180321-181036	180321-175154	908.14026	-0.13820	0.00255	0.18906	0.00275
5	4	3.22	14	180321-181036	180321-175154	908.37649	-0.11501	0.00255	0.16436	0.00275
5	4	3.22	14	180321-181036	180321-175154	908.46882	-0.10425	0.00255	0.16190	0.00275
5	4	3.22	14	180321-181036	180321-175154	908.48583	-0.10350	0.00255	0.15815	0.00275
5	4	3.22	14	180321-181036	180321-175154	908.65615	-0.08719	0.00255	0.14578	0.00275
5	4	3.22	14	180321-181036	180321-175154	908.72388	-0.07778	0.00255	0.13931	0.00275
5	4	3.22	14	180321-181036	180321-175154	908.88153	-0.06642	0.00255	0.12307	0.00275
5	4	3.22	14	180321-181036	180321-175154	908.91941	-0.06223	0.00255	0.11886	0.00275
5	4	3.22	14	180321-181036	180321-175154	908.95952	-0.05676	0.00255	0.11870	0.00275
5	4	3.22	14	180321-181036	180321-175154	909.16544	-0.03845	0.00255	0.09550	0.00275
5	4	3.22	14	180321-181036	180321-175154	909.17756	-0.03418	0.00255	0.09236	0.00275
5	4	3.22	14	180321-181036	180321-175154	909.31471	-0.02821	0.00255	0.08039	0.00275
5	4	3.22	14	180321-181036	180321-175154	909.48000	-0.00589	0.00255	0.06673	0.00275
5	4	3.22	14	180321-181036	180321-175154	909.50495	-0.00938	0.00255	0.06568	0.00275
5	4	3.22	14	180321-181036	180321-175154	909.62354	0.00501	0.00255	0.05394	0.00275
5	4	3.22	14	180321-181036	180321-175154	909.73116	0.01707	0.00255	0.04561	0.00275
5	4	3.22	14	180321-181036	180321-175154	909.83502	0.02904	0.00255	0.03481	0.00275
5	4	3.22	14	180321-181036	180321-175154	909.87507	0.03336	0.00255	0.02565	0.00275
5	4	3.22	14	180321-181036	180321-175154	909.99076	0.03893	0.00255	0.02049	0.00275
5	4	3.22	14	180321-181036	180321-175154	910.16950	0.05607	0.00255	0.00275	0.00275
5	4	3.22	14	180321-181036	180321-175154	910.20717	0.05719	0.00255	-0.00045	0.00275
5	4	3.22	14	180321-181036	180321-175154	910.30118	0.06911	0.00255	-0.01050	0.00275
5	4	3.22	14	180321-181036	180321-175154	910.33494	0.07441	0.00255	-0.01423	0.00275
5	4	3.22	14	180321-181036	180321-175154	910.57374	0.09888	0.00255	-0.03739	0.00275
5	4	3.22	14	180321-181036	180321-175154	910.66070	0.10609	0.00255	-0.04652	0.00275
5	4	3.22	14	180321-181036	180321-175154	910.70585	0.10877	0.00255	-0.04743	0.00275
5	4	3.22	14	180321-181036	180321-175154	910.88142	0.12638	0.00255	-0.06755	0.00275
5	4	3.22	14	180321-181036	180321-175154	910.97997	0.13335	0.00255	-0.06530	0.00275
5	4	3.22	14	180321-181036	180321-175154	911.13002	0.15130	0.00255	-0.08943	0.00275
5	4	3.22	14	180321-181036	180321-175154	911.20978	0.16148	0.00255	-0.09621	0.00275
5	4	3.22	14	180321-181036	180321-175154	911.27552	0.16744	0.00255	-0.10932	0.00275
5	4	3.22	14	180321-181036	180321-175154	911.38199	0.17476	0.00255	-0.11309	0.00275
5	4	3.22	14	180321-181036	180321-175154	911.45517	0.18040	0.00255	-0.11515	0.00275
5	4	3.22	14	180321-181036	180321-175154	911.48236	0.18453	0.00255	-0.12519	0.00275
5	4	3.22	14	180321-181036	180321-175154	911.70339	0.20474	0.00255	-0.14465	0.00275
5	4	3.22	14	180321-181036	180321-175154	911.72747	0.20515	0.00255	-0.14475	0.00275
5	4	3.22	14	180321-181036	180321-175154	911.85853	0.22032	0.00255	-0.15823	0.00275
5	4	3.22	14	180321-181036	180321-175154	911.86545	0.22248	0.00255	-0.16145	0.00275
5	4	3.22	14	180321-181036	180321-175154	912.08520	0.24065	0.00255	-0.17909	0.00275
6	4	3.22	14	180322-114918	180322-112831	907.93970	-0.15644	0.00216	0.21271	0.00226
6	4	3.22	14	180322-114918	180322-112831	908.07181	-0.15030	0.00216	0.19691	0.00226
6	4	3.22	14	180322-114918	180322-112831	908.14026	-0.13813	0.00216	0.18818	0.00226
6	4	3.22	14	180322-114918	180322-112831	908.37649	-0.11719	0.00216	0.16965	0.00226
6	4	3.22	14	180322-114918	180322-112831	908.46882	-0.11246	0.00216	0.15756	0.00226
6	4	3.22	14	180322-114918	180322-112831	908.48583	-0.10399	0.00216	0.15632	0.00226
6	4	3.22	14	180322-114918	180322-112831	908.65615	-0.08456	0.00216	0.14340	0.00226
6	4	3.22	14	180322-114918	180322-112831	908.72388	-0.07938	0.00216	0.13189	0.00226
6	4	3.22	14	180322-114918	180322-112831	908.88153	-0.06837	0.00216	0.11452	0.00226
6	4	3.22	14	180322-114918	180322-112831	908.91941	-0.06456	0.00216	0.11831	0.00226
6	4	3.22	14	180322-114918	180322-112831	908.95952	-0.05870	0.00216	0.11178	0.00226
6	4	3.22	14	180322-114918	180322-112831	909.16544	-0.04114	0.00216	0.09594	0.00226
6	4	3.22	14	180322-114918	180322-112831	909.17756	-0.03612	0.00216	0.09286	0.00226
6	4	3.22	14	180322-114918	180322-112831	909.31471	-0.02734	0.00216	0.07454	0.00226
6	4	3.22	14	180322-114918	180322-112831	909.48000	-0.00832	0.00216	0.06284	0.00226
6	4	3.22	14	180322-114918	180322-112831	909.50495	-0.01078	0.00216	0.06223	0.00226
6	4	3.22	14	180322-114918	180322-112831	909.62354	0.00560	0.00216	0.04904	0.00226
6	4	3.22	14	180322-114918	180322-112831	909.73116	0.01669	0.00216	0.03492	0.00226
6	4	3.22	14	180322-114918	180322-112831	909.83502	0.02108	0.00216	0.03478	0.00226
6	4	3.22	14	180322-114918	180322-112831	909.87507	0.02922	0.00216	0.02603	0.00226
6	4	3.22	14	180322-114918	180322-112831	909.99076	0.03858	0.00216	0.01659	0.00226
6	4	3.22	14	180322-114918	180322-112831	910.16950	0.05792	0.00216	-0.00392	0.00226
6	4	3.22	14	180322-114918	180322-112831	910.20717	0.06022	0.00216	-0.01085	0.00226
6	4	3.22	14	180322-114918	180322-112831	910.30118	0.06687	0.00216	-0.01477	0.00226
6	4	3.22	14	180322-114918	180322-112831	910.33494	0.07597	0.00216	-0.01724	0.00226
6	4	3.22	14	180322-114918	180322-112831	910.57374	0.09440	0.00216	-0.03839	0.00226
6	4	3.22	14	180322-114918	180322-112831	910.66070	0.10368	0.00216	-0.04643	0.00226
6	4	3.22	14	180322-114918	180322-112831	910.70585	0.10473	0.00216	-0.05730	0.00226
6	4	3.22	14	180322-114918	180322-112831	910.88142	0.12316	0.00216	-0.06366	0.00226
6	4	3.22	14	180322-114918	180322-112831	910.97997	0.13035	0.00216	-0.08171	0.00226
6	4	3.22	14	180322-114918	180322-112831	911.13002	0.14897	0.00216	-0.09324	0.00226
6	4	3.22	14	180322-114918	180322-112831	911.20978	0.15923	0.00216	-0.09965	0.00226
6	4	3.22	14	180322-114918	180322-112831	911.27552	0.16329	0.00216	-0.10386	0.00226
6	4	3.22	14	180322-114918	180322-112831	911.38199	0.17591	0.00216	-0.11781	0.00226
6	4	3.22	14	180322-114918	180322-112831	911.45517	0.18329	0.00216	-0.12383	0.00226
6	4	3.22	14	180322-114918	180322-112831	911.48236	0.18459	0.00216	-0.12725	0.00226
6	4	3.22	14	180322-114918	180322-112831	911.70339	0.20330	0.00216	-0.14343	0.00226
6	4	3.22	14	180322-114918	180322-112831	911.72747	0.21069	0.00216	-0.15135	0.00226
6	4	3.22	14	180322-114918	180322-112831	911.85853	0.21744	0.00216	-0.16355	0.00226
6	4	3.22	14	180322-114918	180322-112831	911.86545	0.22220	0.00216	-0.16080	0.00226
6	4	3.22	14	180322-114918	180322-112831	912.08520	0.24103	0.00216	-0.18177	0.00226
7	4	3.22	14	180322-120831	180322-122819	907.93970	-0.15640	0.00236	0.21254	0.00212
7	4	3.22	14	180322-120831	180322-122819	908.07181	-0.14708	0.00236	0.19471	0.00212
7	4	3.22	14	180322-120831	180322-122819	908.14026	-0.13826	0.00236	0.19013	0.00212
7	4	3.22	14	180322-120831	180322-122819	908.37649	-0.12384	0.00236	0.16694	0.00212
7	4	3.22	14	180322-120831	180322-122819	908.46882	-0.10843	0.00236	0.16017	0.00212
7	4	3.22	14	180322-120831	180322-122819	908.48583	-0.10646	0.00236	0.16008	0.00212
7	4	3.22	14	180322-120831	180322-122819	908.65615	-0.08723	0.00236	0.14204	0.00212
7	4	3.22	14	180322-120831	180322-122819	908.72388	-0.08428	0.00236	0.13225	0.00212
7	4	3.22	14	180322-120831	180322-122819	908.88153	-0.07148	0.00236	0.11665	0.00212
7	4	3.22	14	180322-120831	180322-122819	908.91941	-0.06582	0.00236	0.11380	0.00212
7	4	3.22	14	180322-120831	180322-122819	908.95952	-0.06103	0.00236	0.11299	0.00212
7	4	3.22	14	180322-120831	180322-122819	909.16544	-0.04512	0.00236	0.09076	0.00212
7	4	3.22	14	180322-120831	180322-122819	909.17756	-0.03685	0.00236	0.09551	0.00212
7	4	3.22	14	180322-120831	180322-122819	909.31471	-0.02556	0.00236	0.07549	0.00212
7	4	3.22	14	180322-120831	180322-122819	909.48000	-0.01045	0.00236	0.05714	0.00212
7	4	3.22	14	180322-120831	180322-122819	909.50495	-0.00343	0.00236	0.06189	0.00212
7	4	3.22	14	180322-120831	180322-122819	909.62354	0.00403	0.00236	0.05237	0.00212
7	4	3.22	14	180322-120831	180322-122819	909.73116	0.01010	0.00236	0.04181	0.00212
7	4	3.22	14	180322-120831	180322-122819	909.83502	0.02638	0.00236	0.02808	0.00212
7	4	3.22	14	180322-120831	180322-122819	909.87507	0.02795	0.00236	0.02367	0.00212
7	4	3.22	14	180322-120831	180322-122819	909.99076	0.03880	0.00236	0.00908	0.00212
7	4	3.22	14	180322-120831	180322-122819	910.16950	0.05740	0.00236	-0.00126	0.00212
7	4	3.22	14	180322-120831	180322-122819	910.20717	0.05510	0.00236	-0.00562	0.00212
7	4	3.22	14	180322-120831	180322-122819	910.30118	0.06771	0.00236	-0.01027	0.00212
7	4	3.22	14	180322-120831	180322-122819	910.33494	0.07050	0.00236	-0.01967	0.00212
7	4	3.22	14	180322-120831	180322-122819	910.57374	0.09453	0.00236	-0.04080	0.00212
7	4	3.22	14	180322-120831	180322-122819	910.66070	0.10022	0.00236	-0.04940	0.00212
7	4	3.22	14	180322-120831	180322-122819	910.70585	0.11318	0.00236	-0.05413	0.00212
7	4	3.22	14	180322-120831	180322-122819	910.88142	0.12551	0.00236	-0.06874	0.00212
7	4	3.22	14	180322-120831	180322-122819	910.97997	0.13489	0.00236	-0.07871	0.00212
7	4	3.22	14	180322-120831	180322-122819	911.13002	0.14885	0.00236	-0.09175	0.00212
7	4	3.22	14	180322-120831	180322-122819	911.20978	0.15342	0.00236	-0.10289	0.00212
7	4	3.22	14	180322-120831	180322-122819	911.27552	0.16322	0.00236	-0.10727	0.00212
7	4	3.22	14	180322-120831	180322-122819	911.38199	0.16990	0.00236	-0.11821	0.00212
7	4	3.22	14	180322-120831	180322-122819	911.45517	0.17949	0.00236	-0.12813	0.00212
7	4	3.22	14	180322-120831	180322-122819	911.48236	0.18196	0.00236	-0.12494	0.00212
7	4	3.22	14	180322-120831	180322-122819	911.70339	0.20330	0.00236	-0.14442	0.00212
7	4	3.22	14	180322-120831	180322-122819	911.72747	0.20781	0.00236	-0.15033	0.00212
7	4	3.22	14	180322-120831	180322-122819	911.85853	0.21547	0.00236	-0.16230	0.00212
7	4	3.22	14	180322-120831	180322-122819	911.86545	0.22175	0.00236	-0.16090	0.00212
7	4	3.22	14	180322-120831	180322-122819	912.08520	0.24202	0.00236	-0.18228	0.00212
8	4	3.22	14	180322-132009	180322-124632	907.93970	-0.15616	0.00229	0.21055	0.00232
