Waveguide Carrier Frequency [MHz],Offset Frequency [Hz]zero,B_x [Gauss]zero,B_y [Gauss]zero,Pre-Quench 910 Statezero,Mass Flow Rate [CC]zero,Average Phase [rad]zero,Phase Error [rad]zero,Combiner/Harmonic,Date Stringzero,Zero/Pizero,rf Field Amplitude [V/cm]zero,Proton Deflector Statezero,Proton Deflector Voltage [V]zero,Accelerating Voltage [kV]zero,Zero Date,Pi Date,Waveguide Separation [cm],Offset Frequency [Hz]pi,B_x [Gauss]pi,B_y [Gauss]pi,Pre-Quench 910 Statepi,Mass Flow Rate [CC]pi,Average Phase [rad]pi,Phase Error [rad]pi,Date Stringpi,Zero/Pipi,rf Field Amplitude [V/cm]pi,Proton Deflector Statepi,Proton Deflector Voltage [V]pi,Accelerating Voltage [kV]pi
910.3028874,625,0,0,off,0.25,-0.00405034,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.152910584,0.037637883,180412-175458,pi,8,ON 12,0,49.86
910.5416918,625,0,0,off,0.25,0.064365159,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.158376643,0.037637883,180412-175458,pi,8,ON 12,0,49.86
910.6286424,625,0,0,off,0.25,0.076998204,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.245196067,0.037637883,180412-175458,pi,8,ON 12,0,49.86
910.6737947,625,0,0,off,0.25,-0.046276091,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.187583212,0.037637883,180412-175458,pi,8,ON 12,0,49.86
910.8493662,625,0,0,off,0.25,0.107646207,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.212375969,0.037637883,180412-175458,pi,8,ON 12,0,49.86
910.9479212,625,0,0,off,0.25,0.109881747,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.265366707,0.037637883,180412-175458,pi,8,ON 12,0,49.86
911.0979654,625,0,0,off,0.25,0.105180821,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.247180875,0.037637883,180412-175458,pi,8,ON 12,0,49.86
911.1777308,625,0,0,off,0.25,0.106620827,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.232953363,0.037637883,180412-175458,pi,8,ON 12,0,49.86
911.2434674,625,0,0,off,0.25,0.160061163,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.261591293,0.037637883,180412-175458,pi,8,ON 12,0,49.86
911.3499375,625,0,0,off,0.25,0.14138574,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.272547076,0.037637883,180412-175458,pi,8,ON 12,0,49.86
911.4231179,625,0,0,off,0.25,0.129735503,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.319221592,0.037637883,180412-175458,pi,8,ON 12,0,49.86
911.450308,625,0,0,off,0.25,0.130097476,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.306181083,0.037637883,180412-175458,pi,8,ON 12,0,49.86
911.6713376,625,0,0,off,0.25,0.157896388,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.358044148,0.037637883,180412-175458,pi,8,ON 12,0,49.86
911.695414,625,0,0,off,0.25,0.173236781,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.311257996,0.037637883,180412-175458,pi,8,ON 12,0,49.86
911.8264762,625,0,0,off,0.25,0.281318325,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.265968377,0.037637883,180412-175458,pi,8,ON 12,0,49.86
911.8333941,625,0,0,off,0.25,0.231912234,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.295401793,0.037637883,180412-175458,pi,8,ON 12,0,49.86
912.0531435,625,0,0,off,0.25,0.20429819,0.037453585,"Combiner 2, Harmonic 1",180412-172529,0,8,ON 12,0,49.86,180412-172529,180412-175458,6,625,0,0,off,0.25,-0.3820481,0.037637883,180412-175458,pi,8,ON 12,0,49.86
907.9076432,625,0,0,off,0.25,0.017362462,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.440911126,0.111523621,180413-085409,pi,8,ON 12,0,49.86
908.0397615,625,0,0,off,0.25,0.070604122,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.650710797,0.111523621,180413-085409,pi,8,ON 12,0,49.86
908.3444354,625,0,0,off,0.25,0.002079107,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.299033354,0.111523621,180413-085409,pi,8,ON 12,0,49.86
908.4367705,625,0,0,off,0.25,-0.085265117,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.398518559,0.111523621,180413-085409,pi,8,ON 12,0,49.86
908.4537783,625,0,0,off,0.25,-0.018221349,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.267074721,0.111523621,180413-085409,pi,8,ON 12,0,49.86
908.6240957,625,0,0,off,0.25,0.025020702,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.26575905,0.111523621,180413-085409,pi,8,ON 12,0,49.86
908.6918276,625,0,0,off,0.25,0.085360985,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.271683216,0.111523621,180413-085409,pi,8,ON 12,0,49.86
908.8494725,625,0,0,off,0.25,-0.000731262,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.254252414,0.111523621,180413-085409,pi,8,ON 12,0,49.86
908.8873574,625,0,0,off,0.25,0.081983354,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.390468999,0.111523621,180413-085409,pi,8,ON 12,0,49.86
908.9274661,625,0,0,off,0.25,-0.025551934,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.361465851,0.111523621,180413-085409,pi,8,ON 12,0,49.86
909.1333918,625,0,0,off,0.25,0.03499475,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.140161111,0.111523621,180413-085409,pi,8,ON 12,0,49.86
909.1455122,625,0,0,off,0.25,-0.057984933,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.415442828,0.111523621,180413-085409,pi,8,ON 12,0,49.86
909.2826558,625,0,0,off,0.25,0.116735728,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.37450948,0.111523621,180413-085409,pi,8,ON 12,0,49.86
909.4728986,625,0,0,off,0.25,0.125151761,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.110154987,0.111523621,180413-085409,pi,8,ON 12,0,49.86
909.5914905,625,0,0,off,0.25,0.125511548,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.052107981,0.111523621,180413-085409,pi,8,ON 12,0,49.86
909.6991068,625,0,0,off,0.25,0.029289345,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.11098621,0.111523621,180413-085409,pi,8,ON 12,0,49.86
909.8029685,625,0,0,off,0.25,0.114912045,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.176540866,0.111523621,180413-085409,pi,8,ON 12,0,49.86
909.8430125,625,0,0,off,0.25,-0.096466101,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.119991397,0.111523621,180413-085409,pi,8,ON 12,0,49.86
909.9587058,625,0,0,off,0.25,0.180412813,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.156005239,0.111523621,180413-085409,pi,8,ON 12,0,49.86
910.1751155,625,0,0,off,0.25,0.134200876,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.036879368,0.111523621,180413-085409,pi,8,ON 12,0,49.86
910.2691294,625,0,0,off,0.25,0.261240121,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.054281478,0.111523621,180413-085409,pi,8,ON 12,0,49.86
910.3028874,625,0,0,off,0.25,0.229830739,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.048898754,0.111523621,180413-085409,pi,8,ON 12,0,49.86
910.6286424,625,0,0,off,0.25,0.189144649,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.027995441,0.111523621,180413-085409,pi,8,ON 12,0,49.86
910.6737947,625,0,0,off,0.25,0.231766274,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.12532443,0.111523621,180413-085409,pi,8,ON 12,0,49.86
910.8493662,625,0,0,off,0.25,0.288320393,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.075315657,0.111523621,180413-085409,pi,8,ON 12,0,49.86
910.9479212,625,0,0,off,0.25,0.390478282,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.008444878,0.111523621,180413-085409,pi,8,ON 12,0,49.86
911.0979654,625,0,0,off,0.25,0.571604361,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.045898136,0.111523621,180413-085409,pi,8,ON 12,0,49.86
911.1777308,625,0,0,off,0.25,0.421911218,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.010730172,0.111523621,180413-085409,pi,8,ON 12,0,49.86
911.2434674,625,0,0,off,0.25,0.018520434,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.138439422,0.111523621,180413-085409,pi,8,ON 12,0,49.86
911.3499375,625,0,0,off,0.25,0.273245727,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.005400847,0.111523621,180413-085409,pi,8,ON 12,0,49.86
911.4231179,625,0,0,off,0.25,0.396457429,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.051170216,0.111523621,180413-085409,pi,8,ON 12,0,49.86
911.450308,625,0,0,off,0.25,0.282420116,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.246665844,0.111523621,180413-085409,pi,8,ON 12,0,49.86
911.6713376,625,0,0,off,0.25,0.499439784,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.112062692,0.111523621,180413-085409,pi,8,ON 12,0,49.86
911.695414,625,0,0,off,0.25,0.45010259,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.049672929,0.111523621,180413-085409,pi,8,ON 12,0,49.86
911.8264762,625,0,0,off,0.25,0.317700529,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.349005226,0.111523621,180413-085409,pi,8,ON 12,0,49.86
912.0531435,625,0,0,off,0.25,0.397113543,0.103995045,"Combiner 1, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.365141103,0.111523621,180413-085409,pi,8,ON 12,0,49.86
907.9076432,625,0,0,off,0.25,-0.192276174,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.229259899,0.111523866,180413-085409,pi,8,ON 12,0,49.86
908.0397615,625,0,0,off,0.25,-0.138659349,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.438693211,0.111523866,180413-085409,pi,8,ON 12,0,49.86
908.3444354,625,0,0,off,0.25,-0.209855834,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.085336465,0.111523866,180413-085409,pi,8,ON 12,0,49.86
908.4367705,625,0,0,off,0.25,-0.299720832,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.184161462,0.111523866,180413-085409,pi,8,ON 12,0,49.86
908.4537783,625,0,0,off,0.25,-0.230412863,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.052622943,0.111523866,180413-085409,pi,8,ON 12,0,49.86
908.6240957,625,0,0,off,0.25,-0.190423488,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.050439145,0.111523866,180413-085409,pi,8,ON 12,0,49.86
908.6918276,625,0,0,off,0.25,-0.127743605,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.056166738,0.111523866,180413-085409,pi,8,ON 12,0,49.86
908.8494725,625,0,0,off,0.25,-0.215306843,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.037944586,0.111523866,180413-085409,pi,8,ON 12,0,49.86
908.8873574,625,0,0,off,0.25,-0.132413003,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.173787548,0.111523866,180413-085409,pi,8,ON 12,0,49.86
908.9274661,625,0,0,off,0.25,-0.240686569,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.144901504,0.111523866,180413-085409,pi,8,ON 12,0,49.86
909.1333918,625,0,0,off,0.25,-0.181765849,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.077773123,0.111523866,180413-085409,pi,8,ON 12,0,49.86
909.1455122,625,0,0,off,0.25,-0.274174503,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.197459792,0.111523866,180413-085409,pi,8,ON 12,0,49.86
909.2826558,625,0,0,off,0.25,-0.101827879,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,0.156061337,0.111523866,180413-085409,pi,8,ON 12,0,49.86
909.4728986,625,0,0,off,0.25,-0.093182819,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.109612919,0.111523866,180413-085409,pi,8,ON 12,0,49.86
909.5914905,625,0,0,off,0.25,-0.09455886,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.271812433,0.111523866,180413-085409,pi,8,ON 12,0,49.86
909.6991068,625,0,0,off,0.25,-0.189710088,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.109803956,0.111523866,180413-085409,pi,8,ON 12,0,49.86
909.8029685,625,0,0,off,0.25,-0.104344799,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.044714887,0.111523866,180413-085409,pi,8,ON 12,0,49.86
909.8430125,625,0,0,off,0.25,-0.31512333,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.101478784,0.111523866,180413-085409,pi,8,ON 12,0,49.86
909.9587058,625,0,0,off,0.25,-0.039526242,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.065850247,0.111523866,180413-085409,pi,8,ON 12,0,49.86
910.1751155,625,0,0,off,0.25,-0.08741433,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.260058592,0.111523866,180413-085409,pi,8,ON 12,0,49.86
910.2691294,625,0,0,off,0.25,0.037833901,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.169484623,0.111523866,180413-085409,pi,8,ON 12,0,49.86
910.3028874,625,0,0,off,0.25,0.007673617,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.273055295,0.111523866,180413-085409,pi,8,ON 12,0,49.86
910.6286424,625,0,0,off,0.25,-0.035818882,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.253956022,0.111523866,180413-085409,pi,8,ON 12,0,49.86
910.6737947,625,0,0,off,0.25,0.006980598,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.100624236,0.111523866,180413-085409,pi,8,ON 12,0,49.86
910.8493662,625,0,0,off,0.25,0.063524839,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.302059222,0.111523866,180413-085409,pi,8,ON 12,0,49.86
910.9479212,625,0,0,off,0.25,0.163985842,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.218638979,0.111523866,180413-085409,pi,8,ON 12,0,49.86
911.0979654,625,0,0,off,0.25,0.345288942,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.182127844,0.111523866,180413-085409,pi,8,ON 12,0,49.86
911.1777308,625,0,0,off,0.25,0.194330502,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.239103473,0.111523866,180413-085409,pi,8,ON 12,0,49.86
911.2434674,625,0,0,off,0.25,-0.209057532,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.09062039,0.111523866,180413-085409,pi,8,ON 12,0,49.86
911.3499375,625,0,0,off,0.25,0.045738006,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.234711004,0.111523866,180413-085409,pi,8,ON 12,0,49.86
911.4231179,625,0,0,off,0.25,0.167940169,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.2808029,0.111523866,180413-085409,pi,8,ON 12,0,49.86
911.450308,625,0,0,off,0.25,0.054315016,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.476552744,0.111523866,180413-085409,pi,8,ON 12,0,49.86
911.6713376,625,0,0,off,0.25,0.26861888,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.343345547,0.111523866,180413-085409,pi,8,ON 12,0,49.86
911.695414,625,0,0,off,0.25,0.219930264,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.28098807,0.111523866,180413-085409,pi,8,ON 12,0,49.86
911.8264762,625,0,0,off,0.25,0.086856169,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.581583897,0.111523866,180413-085409,pi,8,ON 12,0,49.86
912.0531435,625,0,0,off,0.25,0.165451958,0.103996755,"Combiner 2, Harmonic 1",180413-101023,0,8,ON 12,0,49.86,180413-101023,180413-085409,6,625,0,0,off,0.25,-0.598933631,0.111523866,180413-085409,pi,8,ON 12,0,49.86
907.9076432,625,0,0,off,0.25,-0.098809441,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.411159455,0.042526171,180413-123041,pi,8,ON 12,0,49.86
908.0397615,625,0,0,off,0.25,-0.043945713,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.367640703,0.042526171,180413-123041,pi,8,ON 12,0,49.86
908.1082071,625,0,0,off,0.25,-0.005479723,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.37156613,0.042526171,180413-123041,pi,8,ON 12,0,49.86
908.3444354,625,0,0,off,0.25,-0.068024379,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.331432213,0.042526171,180413-123041,pi,8,ON 12,0,49.86
908.4367705,625,0,0,off,0.25,-0.234119657,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.385642892,0.042526171,180413-123041,pi,8,ON 12,0,49.86
908.4537783,625,0,0,off,0.25,-0.030504438,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.374967372,0.042526171,180413-123041,pi,8,ON 12,0,49.86
908.6240957,625,0,0,off,0.25,0.054306077,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.311389368,0.042526171,180413-123041,pi,8,ON 12,0,49.86
908.6918276,625,0,0,off,0.25,-0.062037959,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.292035254,0.042526171,180413-123041,pi,8,ON 12,0,49.86
908.8494725,625,0,0,off,0.25,0.021118601,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.290137474,0.042526171,180413-123041,pi,8,ON 12,0,49.86
908.8873574,625,0,0,off,0.25,0.059015162,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.283668235,0.042526171,180413-123041,pi,8,ON 12,0,49.86
908.9274661,625,0,0,off,0.25,0.042703967,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.187699244,0.042526171,180413-123041,pi,8,ON 12,0,49.86
909.1333918,625,0,0,off,0.25,-0.033068392,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.232246979,0.042526171,180413-123041,pi,8,ON 12,0,49.86
909.1455122,625,0,0,off,0.25,0.046658501,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.207240559,0.042526171,180413-123041,pi,8,ON 12,0,49.86
909.2826558,625,0,0,off,0.25,0.112170915,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.195301078,0.042526171,180413-123041,pi,8,ON 12,0,49.86
909.4479428,625,0,0,off,0.25,0.027717149,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.198560689,0.042526171,180413-123041,pi,8,ON 12,0,49.86
909.4728986,625,0,0,off,0.25,0.109375156,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.145768459,0.042526171,180413-123041,pi,8,ON 12,0,49.86
909.5914905,625,0,0,off,0.25,0.153903519,0.048596637,"Combiner 1, Harmonic 1",180413-120025,0,8,ON 12,0,49.86,180413-120025,180413-123041,6,625,0,0,off,0.25,0.16528777,0.042526171,180413-123041,pi,8,ON 12,0,49.86
