Waveguide Carrier Frequency [MHz],Offset Frequency [Hz]zero,B_x [Gauss]zero,B_y [Gauss]zero,Pre-Quench 910 Statezero,Mass Flow Rate [CC]zero,Average Phase [rad]zero,Phase Error [rad]zero,Combiner/Harmonic,Date Stringzero,Zero/Pizero,rf Field Amplitude [V/cm]zero,Proton Deflector Statezero,Proton Deflector Voltage [V]zero,Accelerating Voltage [kV]zero,Zero Date,Pi Date,Waveguide Separation [cm],Offset Frequency [Hz]pi,B_x [Gauss]pi,B_y [Gauss]pi,Pre-Quench 910 Statepi,Mass Flow Rate [CC]pi,Average Phase [rad]pi,Phase Error [rad]pi,Date Stringpi,Zero/Pipi,rf Field Amplitude [V/cm]pi,Proton Deflector Statepi,Proton Deflector Voltage [V]pi,Accelerating Voltage [kV]pi
907.9076432,625,0,0,off,0.25,-0.07474322,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.314724551,0.001968929,180321-142753,pi,18,ON 12,0,49.86
908.0397615,625,0,0,off,0.25,-0.058805862,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.300342533,0.001968929,180321-142753,pi,18,ON 12,0,49.86
908.1082071,625,0,0,off,0.25,-0.049204906,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.296071491,0.001968929,180321-142753,pi,18,ON 12,0,49.86
908.3444354,625,0,0,off,0.25,-0.025735763,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.275999236,0.001968929,180321-142753,pi,18,ON 12,0,49.86
908.4367705,625,0,0,off,0.25,-0.017657016,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.264883667,0.001968929,180321-142753,pi,18,ON 12,0,49.86
908.4537783,625,0,0,off,0.25,-0.0176509,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.263610568,0.001968929,180321-142753,pi,18,ON 12,0,49.86
908.6240957,625,0,0,off,0.25,0.003477718,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.247989399,0.001968929,180321-142753,pi,18,ON 12,0,49.86
908.6918276,625,0,0,off,0.25,0.010008471,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.239088757,0.001968929,180321-142753,pi,18,ON 12,0,49.86
908.8494725,625,0,0,off,0.25,0.024803752,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.227975215,0.001968929,180321-142753,pi,18,ON 12,0,49.86
908.8873574,625,0,0,off,0.25,0.026255573,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.220332894,0.001968929,180321-142753,pi,18,ON 12,0,49.86
908.9274661,625,0,0,off,0.25,0.033414291,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.222615671,0.001968929,180321-142753,pi,18,ON 12,0,49.86
909.1333918,625,0,0,off,0.25,0.056129836,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.199304468,0.001968929,180321-142753,pi,18,ON 12,0,49.86
909.1455122,625,0,0,off,0.25,0.053462144,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.195552281,0.001968929,180321-142753,pi,18,ON 12,0,49.86
909.2826558,625,0,0,off,0.25,0.071387725,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.184823705,0.001968929,180321-142753,pi,18,ON 12,0,49.86
909.4479428,625,0,0,off,0.25,0.0868518,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.166484548,0.001968929,180321-142753,pi,18,ON 12,0,49.86
909.4728986,625,0,0,off,0.25,0.088365787,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.165876572,0.001968929,180321-142753,pi,18,ON 12,0,49.86
909.5914905,625,0,0,off,0.25,0.097755472,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.156558001,0.001968929,180321-142753,pi,18,ON 12,0,49.86
909.6991068,625,0,0,off,0.25,0.111788911,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.142252207,0.001968929,180321-142753,pi,18,ON 12,0,49.86
909.8029685,625,0,0,off,0.25,0.123411535,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.136368638,0.001968929,180321-142753,pi,18,ON 12,0,49.86
909.8430125,625,0,0,off,0.25,0.127892136,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.12774415,0.001968929,180321-142753,pi,18,ON 12,0,49.86
909.9587058,625,0,0,off,0.25,0.137817389,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.11889363,0.001968929,180321-142753,pi,18,ON 12,0,49.86
910.1374473,625,0,0,off,0.25,0.159298298,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.102461587,0.001968929,180321-142753,pi,18,ON 12,0,49.86
910.1751155,625,0,0,off,0.25,0.160405692,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.099105387,0.001968929,180321-142753,pi,18,ON 12,0,49.86
910.2691294,625,0,0,off,0.25,0.168983862,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.09101207,0.001968929,180321-142753,pi,18,ON 12,0,49.86
910.3028874,625,0,0,off,0.25,0.175297739,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.091048612,0.001968929,180321-142753,pi,18,ON 12,0,49.86
910.5416918,625,0,0,off,0.25,0.201759466,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.06500917,0.001968929,180321-142753,pi,18,ON 12,0,49.86
910.6286424,625,0,0,off,0.25,0.207297691,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.056073359,0.001968929,180321-142753,pi,18,ON 12,0,49.86
910.6737947,625,0,0,off,0.25,0.209214488,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.049571223,0.001968929,180321-142753,pi,18,ON 12,0,49.86
910.8493662,625,0,0,off,0.25,0.230118756,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.034820141,0.001968929,180321-142753,pi,18,ON 12,0,49.86
910.9479212,625,0,0,off,0.25,0.239095759,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.025845145,0.001968929,180321-142753,pi,18,ON 12,0,49.86
911.0979654,625,0,0,off,0.25,0.256892431,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.010031977,0.001968929,180321-142753,pi,18,ON 12,0,49.86
911.1777308,625,0,0,off,0.25,0.265216314,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.007222068,0.001968929,180321-142753,pi,18,ON 12,0,49.86
911.2434674,625,0,0,off,0.25,0.272370989,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.005469811,0.001968929,180321-142753,pi,18,ON 12,0,49.86
911.3499375,625,0,0,off,0.25,0.281334964,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.010693739,0.001968929,180321-142753,pi,18,ON 12,0,49.86
911.4231179,625,0,0,off,0.25,0.290231177,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.017082487,0.001968929,180321-142753,pi,18,ON 12,0,49.86
911.450308,625,0,0,off,0.25,0.291213572,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.021826412,0.001968929,180321-142753,pi,18,ON 12,0,49.86
911.6713376,625,0,0,off,0.25,0.315119889,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.040154857,0.001968929,180321-142753,pi,18,ON 12,0,49.86
911.695414,625,0,0,off,0.25,0.320139648,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.043896486,0.001968929,180321-142753,pi,18,ON 12,0,49.86
911.8264762,625,0,0,off,0.25,0.331269754,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.059641652,0.001968929,180321-142753,pi,18,ON 12,0,49.86
911.8333941,625,0,0,off,0.25,0.329653536,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.057501003,0.001968929,180321-142753,pi,18,ON 12,0,49.86
912.0531435,625,0,0,off,0.25,0.361732518,0.001907878,"Combiner 1, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.076051997,0.001968929,180321-142753,pi,18,ON 12,0,49.86
907.9076432,625,0,0,off,0.25,-0.272772776,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.11730397,0.001968202,180321-142753,pi,18,ON 12,0,49.86
908.0397615,625,0,0,off,0.25,-0.257445858,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.102221309,0.001968202,180321-142753,pi,18,ON 12,0,49.86
908.1082071,625,0,0,off,0.25,-0.248110049,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.09758732,0.001968202,180321-142753,pi,18,ON 12,0,49.86
908.3444354,625,0,0,off,0.25,-0.226593296,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.075687099,0.001968202,180321-142753,pi,18,ON 12,0,49.86
908.4367705,625,0,0,off,0.25,-0.218310544,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.064716905,0.001968202,180321-142753,pi,18,ON 12,0,49.86
908.4537783,625,0,0,off,0.25,-0.218411055,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.063374756,0.001968202,180321-142753,pi,18,ON 12,0,49.86
908.6240957,625,0,0,off,0.25,-0.198751238,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.046244466,0.001968202,180321-142753,pi,18,ON 12,0,49.86
908.6918276,625,0,0,off,0.25,-0.192444861,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.037014698,0.001968202,180321-142753,pi,18,ON 12,0,49.86
908.8494725,625,0,0,off,0.25,-0.178566802,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.025126478,0.001968202,180321-142753,pi,18,ON 12,0,49.86
908.8873574,625,0,0,off,0.25,-0.177078728,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.017340264,0.001968202,180321-142753,pi,18,ON 12,0,49.86
908.9274661,625,0,0,off,0.25,-0.170232952,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,0.019420708,0.001968202,180321-142753,pi,18,ON 12,0,49.86
909.1333918,625,0,0,off,0.25,-0.148591955,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.005013623,0.001968202,180321-142753,pi,18,ON 12,0,49.86
909.1455122,625,0,0,off,0.25,-0.151347692,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.008849061,0.001968202,180321-142753,pi,18,ON 12,0,49.86
909.2826558,625,0,0,off,0.25,-0.134171627,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.020286408,0.001968202,180321-142753,pi,18,ON 12,0,49.86
909.4479428,625,0,0,off,0.25,-0.119584845,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.039529339,0.001968202,180321-142753,pi,18,ON 12,0,49.86
909.4728986,625,0,0,off,0.25,-0.118230298,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.040305566,0.001968202,180321-142753,pi,18,ON 12,0,49.86
909.5914905,625,0,0,off,0.25,-0.109462135,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.050271439,0.001968202,180321-142753,pi,18,ON 12,0,49.86
909.6991068,625,0,0,off,0.25,-0.09603373,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.065201265,0.001968202,180321-142753,pi,18,ON 12,0,49.86
909.8029685,625,0,0,off,0.25,-0.085003452,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.071653008,0.001968202,180321-142753,pi,18,ON 12,0,49.86
909.8430125,625,0,0,off,0.25,-0.080716028,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.080510654,0.001968202,180321-142753,pi,18,ON 12,0,49.86
909.9587058,625,0,0,off,0.25,-0.071500776,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.090044334,0.001968202,180321-142753,pi,18,ON 12,0,49.86
910.1374473,625,0,0,off,0.25,-0.050990037,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.107549274,0.001968202,180321-142753,pi,18,ON 12,0,49.86
910.1751155,625,0,0,off,0.25,-0.050126374,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.111111128,0.001968202,180321-142753,pi,18,ON 12,0,49.86
910.2691294,625,0,0,off,0.25,-0.042069351,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.119751101,0.001968202,180321-142753,pi,18,ON 12,0,49.86
910.3028874,625,0,0,off,0.25,-0.036086374,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.119902953,0.001968202,180321-142753,pi,18,ON 12,0,49.86
910.5416918,625,0,0,off,0.25,-0.011356965,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.147885011,0.001968202,180321-142753,pi,18,ON 12,0,49.86
910.6286424,625,0,0,off,0.25,-0.00602905,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.156867792,0.001968202,180321-142753,pi,18,ON 12,0,49.86
910.6737947,625,0,0,off,0.25,-0.004367078,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.163659634,0.001968202,180321-142753,pi,18,ON 12,0,49.86
910.8493662,625,0,0,off,0.25,0.014958879,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.179988095,0.001968202,180321-142753,pi,18,ON 12,0,49.86
910.9479212,625,0,0,off,0.25,0.02378265,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.189115545,0.001968202,180321-142753,pi,18,ON 12,0,49.86
911.0979654,625,0,0,off,0.25,0.040132865,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.20637844,0.001968202,180321-142753,pi,18,ON 12,0,49.86
911.1777308,625,0,0,off,0.25,0.048000661,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.209716405,0.001968202,180321-142753,pi,18,ON 12,0,49.86
911.2434674,625,0,0,off,0.25,0.054624505,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.222825273,0.001968202,180321-142753,pi,18,ON 12,0,49.86
911.3499375,625,0,0,off,0.25,0.062939493,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.228784359,0.001968202,180321-142753,pi,18,ON 12,0,49.86
911.4231179,625,0,0,off,0.25,0.071186725,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.235700075,0.001968202,180321-142753,pi,18,ON 12,0,49.86
911.450308,625,0,0,off,0.25,0.071985418,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.240657523,0.001968202,180321-142753,pi,18,ON 12,0,49.86
911.6713376,625,0,0,off,0.25,0.094228459,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.260564445,0.001968202,180321-142753,pi,18,ON 12,0,49.86
911.695414,625,0,0,off,0.25,0.099057376,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.26450011,0.001968202,180321-142753,pi,18,ON 12,0,49.86
911.8264762,625,0,0,off,0.25,0.10975109,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.280762341,0.001968202,180321-142753,pi,18,ON 12,0,49.86
911.8333941,625,0,0,off,0.25,0.108010445,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.278676593,0.001968202,180321-142753,pi,18,ON 12,0,49.86
912.0531435,625,0,0,off,0.25,0.137670791,0.001907991,"Combiner 2, Harmonic 1",180321-144737,0,18,ON 12,0,49.86,180321-144737,180321-142753,4,625,0,0,off,0.25,-0.299591003,0.001968202,180321-142753,pi,18,ON 12,0,49.86
907.9076432,625,0,0,off,0.25,-0.072751897,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.317127758,0.002394582,180321-152522,pi,18,ON 12,0,49.86
908.0397615,625,0,0,off,0.25,-0.056296718,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.298947942,0.002394582,180321-152522,pi,18,ON 12,0,49.86
908.1082071,625,0,0,off,0.25,-0.053100467,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.29870487,0.002394582,180321-152522,pi,18,ON 12,0,49.86
908.3444354,625,0,0,off,0.25,-0.030250082,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.27145212,0.002394582,180321-152522,pi,18,ON 12,0,49.86
908.4367705,625,0,0,off,0.25,-0.021952259,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.263022483,0.002394582,180321-152522,pi,18,ON 12,0,49.86
908.4537783,625,0,0,off,0.25,-0.021897867,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.262472722,0.002394582,180321-152522,pi,18,ON 12,0,49.86
908.6240957,625,0,0,off,0.25,0.006032074,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.247588798,0.002394582,180321-152522,pi,18,ON 12,0,49.86
908.6918276,625,0,0,off,0.25,0.013549293,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.23966377,0.002394582,180321-152522,pi,18,ON 12,0,49.86
908.8494725,625,0,0,off,0.25,0.02536061,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.228432054,0.002394582,180321-152522,pi,18,ON 12,0,49.86
908.8873574,625,0,0,off,0.25,0.029257667,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.215805242,0.002394582,180321-152522,pi,18,ON 12,0,49.86
908.9274661,625,0,0,off,0.25,0.034094732,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.218258496,0.002394582,180321-152522,pi,18,ON 12,0,49.86
909.1333918,625,0,0,off,0.25,0.054931534,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.198689548,0.002394582,180321-152522,pi,18,ON 12,0,49.86
909.1455122,625,0,0,off,0.25,0.054697319,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.199486018,0.002394582,180321-152522,pi,18,ON 12,0,49.86
909.2826558,625,0,0,off,0.25,0.070933237,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.18540535,0.002394582,180321-152522,pi,18,ON 12,0,49.86
909.4479428,625,0,0,off,0.25,0.088165227,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.16829848,0.002394582,180321-152522,pi,18,ON 12,0,49.86
909.4728986,625,0,0,off,0.25,0.086324015,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.165305413,0.002394582,180321-152522,pi,18,ON 12,0,49.86
909.5914905,625,0,0,off,0.25,0.100910132,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.158153448,0.002394582,180321-152522,pi,18,ON 12,0,49.86
909.6991068,625,0,0,off,0.25,0.113866612,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.14729716,0.002394582,180321-152522,pi,18,ON 12,0,49.86
909.8029685,625,0,0,off,0.25,0.121139843,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.136135186,0.002394582,180321-152522,pi,18,ON 12,0,49.86
909.8430125,625,0,0,off,0.25,0.12522301,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.130029904,0.002394582,180321-152522,pi,18,ON 12,0,49.86
909.9587058,625,0,0,off,0.25,0.137246019,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.116746532,0.002394582,180321-152522,pi,18,ON 12,0,49.86
910.1374473,625,0,0,off,0.25,0.154204331,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.102355592,0.002394582,180321-152522,pi,18,ON 12,0,49.86
910.1751155,625,0,0,off,0.25,0.161627446,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.100476352,0.002394582,180321-152522,pi,18,ON 12,0,49.86
910.2691294,625,0,0,off,0.25,0.17157076,0.002002276,"Combiner 1, Harmonic 1",180321-150600,0,18,ON 12,0,49.86,180321-150600,180321-152522,4,625,0,0,off,0.25,0.091281232,0.002394582,180321-152522,pi,18,ON 12,0,49.86
